date;customer_id;order_id;store_id;store_name;total;discount;order_shipping;sector;city;store_category
10/17/2020;46509;A1877;52;La colección Cool Kids;45,82;0;8,99;Sec Ana;Ecatepec de Morelos;Supermercado
9/13/2020;46548;A1878;27;Escualos. ;59,25;0;5;Secillo;Ciudad de México;Supermercado
9/30/2020;46548;A1879;27;Escualos. ;61,75;0;5;Secillo;Ciudad de México;Supermercado
10/28/2020;46548;A1880;27;Escualos. ;57,04;0;5;Secillo;Ciudad de México;Supermercado
11/24/2020;46548;A1881;27;Escualos. ;70,05;0;5;Secillo;Ciudad de México;Supermercado
11/18/2020;46553;A1882;156;Pesos en general;49,75;0;9;Seccara;Naucalpan de Juárez (municipio de Naucalpan);Farmacia
9/15/2020;46578;A1883;117;La Agencia Boho;141,95;0;4,99;Sec Sur;Guadalajara;Farmacia
9/14/2020;46599;A1884;52;La colección Cool Kids;75,05;5;9;SecRita;Ecatepec de Morelos;Supermercado
10/30/2020;46690;A1885;52;La colección Cool Kids;91,24;5;0;Secjada;Ciudad Juárez;Supermercado
11/28/2020;46690;A1886;52;La colección Cool Kids;61,3;0;0;Secjada;Ciudad Juárez;Supermercado
8/8/2020;46699;A1887;90;Chococrema.;182,63;0,01;0;Secncia;Zapopan;Carniceria
8/5/2020;46736;A1888;8;Waikiki. ;321,38;0,07;0;Seculos;León;Supermercado
9/7/2020;46736;A1889;8;Waikiki. ;155,66;0;0;Seculos;León;Supermercado
9/29/2020;46736;A1890;8;Waikiki. ;183,65;0;4,99;Seculos;León;Supermercado
10/29/2020;46736;A1891;8;Waikiki. ;431,29;0;0;Seculos;León;Supermercado
11/29/2020;46736;A1892;8;Waikiki. ;474,93;0;0;Seculos;León;Supermercado
10/18/2020;46742;A1893;122;Regalos mayores;157,88;0;0;Secalda;Zapopan;Supermercado
11/26/2020;46778;A1894;8;Waikiki. ;232,48;0;0;Secntro;León;Supermercado
11/27/2020;46778;A1895;8;Waikiki. ;97,44;0;0;Secntro;León;Supermercado
8/26/2020;46991;A1896;11;Rosa de Oro. ;42,76;0;4,99;Secinto;Ecatepec de Morelos;Supermercado
9/27/2020;46991;A1897;11;Rosa de Oro. ;86,39;0;4,99;Secinto;Ecatepec de Morelos;Supermercado
11/23/2020;46991;A1898;11;Rosa de Oro. ;84,46;0;0;Secinto;Ecatepec de Morelos;Supermercado
9/1/2020;47011;A1899;7;Ahorros de la tienda en línea;115,52;0,02;0;Secs II;Zapopan;Supermercado
9/8/2020;47011;A1900;52;La colección Cool Kids;81,84;0;0;Secs II;Zapopan;Supermercado
10/14/2020;47011;A1901;52;La colección Cool Kids;98,5;0;0;Secs II;Zapopan;Supermercado
10/14/2020;47011;A1902;7;Ahorros de la tienda en línea;31,32;0;0;Secs II;Zapopan;Supermercado
8/29/2020;47044;A1903;52;La colección Cool Kids;92,96;0,01;0;Secnión;Zapopan;Supermercado
9/29/2020;47044;A1904;52;La colección Cool Kids;101,66;0;0;Secnión;Zapopan;Supermercado
10/26/2020;47044;A1905;52;La colección Cool Kids;43,26;0;0;Secapio;Santiago de Querétaro;Supermercado
9/18/2020;47059;A1906;122;Regalos mayores;98,33;0;0;Secalda;Monterrey;Supermercado
9/26/2020;47059;A1907;122;Regalos mayores;90,55;0;0;Secalda;Monterrey;Supermercado
10/22/2020;47059;A1908;122;Regalos mayores;108,5;0;0;Secalda;Monterrey;Supermercado
11/6/2020;47059;A1909;7;Ahorros de la tienda en línea;116,48;0;10;No encuentro mi sector;Monterrey;Supermercado
11/22/2020;47059;A1910;122;Regalos mayores;137,74;0;0;No encuentro mi sector;Monterrey;Supermercado
11/27/2020;47102;A1911;52;La colección Cool Kids;44,94;0;0;Secanja;Zapopan;Supermercado
9/17/2020;47111;A1912;171;Tienda Mychal;115,89;5;0;Secosta;Guadalajara;Supermercado
11/13/2020;47111;A1913;10;sueños de calidad;34,62;0;0;Secosta;Guadalajara;Supermercado
11/25/2020;47111;A1914;80;Negocio en ciernes;80,68;5;0;Secosta;Guadalajara;Supermercado
8/28/2020;47128;A1915;142;Mirum. ;14,69;0;4,99;Secuera;Ciudad de México;Farmacia
9/21/2020;47128;A1916;106;Rosazul.;54,56;0;4,99;Secuera;Ciudad de México;Bodegón
9/28/2020;47145;A1917;52;La colección Cool Kids;80,44;0;0;Secucar;Ciudad Obregón;Supermercado
9/30/2020;47145;A1918;52;La colección Cool Kids;162,56;0;0;Secucar;Ciudad Obregón;Supermercado
10/16/2020;47145;A1919;52;La colección Cool Kids;76,37;0;0;Secucar;Ciudad Obregón;Supermercado
11/27/2020;47145;A1920;52;La colección Cool Kids;80,19;0;0;Secucar;Ciudad Obregón;Supermercado
11/13/2020;47277;A1921;114;Los adictos al armario;64,29;0;0;Secleda;Guadalajara;Supermercado
11/13/2020;47277;A1922;112;Tienda de regalos Playtime;20,87;0;0;Secleda;Guadalajara;Supermercado
11/28/2020;47303;A1923;101;lotz y suerte;41,13;0;3,99;Seconte;Ciudad de México;Farmacia
11/19/2020;47317;A1924;112;Tienda de regalos Playtime;32,96;0;0;Seclina;Guadalajara;Supermercado
8/4/2020;47332;A1925;52;La colección Cool Kids;70,89;0,01;8,99;Secanza;Tlaquepaque;Supermercado
9/12/2020;47332;A1926;140;tierra de la libertad;34,29;3,79;8,99;Secanza;Tlaquepaque;Postres
10/2/2020;47332;A1927;52;La colección Cool Kids;85,83;0;0;Secanza;Tlaquepaque;Supermercado
11/3/2020;47332;A1928;7;Ahorros de la tienda en línea;152,65;0;0;Secanza;Zapopan;Supermercado
9/9/2020;47342;A1929;102;El Gran.;104,51;0;0;Secbula;Santiago de Querétaro;Supermercado
11/14/2020;47342;A1930;102;El Gran.;108,11;5;0;Secanso;Monterrey;Supermercado
11/25/2020;47342;A1931;102;El Gran.;135,12;0;0;Secanso;Monterrey;Supermercado
8/28/2020;47346;A1932;7;Ahorros de la tienda en línea;176,62;0,02;0;Secuita;Naucalpan de Juárez (municipio de Naucalpan);Supermercado
10/6/2020;47346;A1933;156;Pesos en general;38,18;0;9;Secuita;Naucalpan de Juárez (municipio de Naucalpan);Farmacia
10/7/2020;47346;A1934;7;Ahorros de la tienda en línea;146,19;0;0;Secuita;Naucalpan de Juárez (municipio de Naucalpan);Supermercado
11/14/2020;47346;A1935;156;Pesos en general;40,39;0;9;Secesta;Naucalpan de Juárez (municipio de Naucalpan);Farmacia
8/29/2020;47354;A1936;8;Waikiki. ;179,12;0,01;0;Secrida;León;Supermercado
10/3/2020;47354;A1937;8;Waikiki. ;221,79;0;4,99;Secrida;León;Supermercado
10/27/2020;47354;A1938;8;Waikiki. ;195,4;0;4,99;Secrida;León;Supermercado
11/27/2020;47354;A1939;8;Waikiki. ;177,52;0;0;Secrida;León;Supermercado
10/22/2020;47374;A1940;10;sueños de calidad;213,75;0;8,99;SecRosa;Chimalhuacán;Supermercado
10/22/2020;47374;A1941;10;sueños de calidad;210,69;0;8,99;SecRosa;Chimalhuacán;Supermercado
9/14/2020;47395;A1942;74;el escondite;33,67;0;4,99;Seciego;Cancún;Supermercado
10/15/2020;47395;A1943;74;el escondite;31,19;0;4,99;Seciego;Cancún;Supermercado
10/21/2020;47401;A1944;80;Negocio en ciernes;20,94;0;0;Secpico;Guadalajara;Supermercado
8/14/2020;47529;A1945;109;Resumen minorista;17,99;0;4,99;Secinas;Ciudad de México;Panaderia
11/3/2020;47529;A1946;106;Rosazul.;50,99;0;4,99;Secinas;Ciudad de México;Bodegón
9/22/2020;47691;A1947;10;sueños de calidad;57,95;0;4,99;Secparo;Guadalajara;Supermercado
11/23/2020;47691;A1948;126;Dulce.;61,35;0;4,99;Secillo;Guadalajara;Supermercado
9/21/2020;47775;A1949;142;Mirum. ;80,51;0;4,99;Secalle;Ciudad de México;Farmacia
10/7/2020;47787;A1950;117;La Agencia Boho;55,19;0;4,99;Secoler;Guadalajara;Farmacia
10/7/2020;47787;A1951;117;La Agencia Boho;36,99;0;4,99;Secinar;Guadalajara;Farmacia
8/10/2020;47801;A1952;53;Capital.;80,99;0,03;0;SecMaya;Ciudad Obregón;Supermercado
9/19/2020;47801;A1953;108;La Terraza.;31,17;0;4,99;SecMaya;Ciudad Obregón;Bodegón
10/3/2020;47801;A1954;52;La colección Cool Kids;70,22;0;0;SecMaya;Ciudad Obregón;Supermercado
11/16/2020;47801;A1955;52;La colección Cool Kids;73,5;0;0;Secimón;Ecatepec de Morelos;Supermercado
8/16/2020;47891;A1956;80;Negocio en ciernes;67,89;0;4,99;Secegra;Guadalajara;Supermercado
10/4/2020;47891;A1957;126;Dulce.;85,95;0;4,99;Secegra;Guadalajara;Supermercado
11/6/2020;47891;A1958;10;sueños de calidad;59,73;0;0;Secegra;Guadalajara;Supermercado
9/17/2020;47901;A1959;8;Waikiki. ;117,26;0;4,99;Secovia;León;Supermercado
11/30/2020;47901;A1960;8;Waikiki. ;65,26;0;0;Secovia;León;Supermercado
11/17/2020;47967;A1961;52;La colección Cool Kids;179,31;0;0;Seccias;Ecatepec de Morelos;Supermercado
11/17/2020;47967;A1962;52;La colección Cool Kids;61,73;0;0;Seccias;Ecatepec de Morelos;Supermercado
10/10/2020;47983;A1963;27;Escualos. ;43,41;0;4;SecLima;Ciudad de México;Supermercado
10/24/2020;47983;A1964;27;Escualos. ;57,7;0;4;SecLima;Ciudad de México;Supermercado
11/28/2020;47983;A1965;137;Cosméticos Allure;16,93;0;4;SecLima;Ciudad de México;Licorería
11/16/2020;48031;A1966;68;Plántulas y Vinagres;100,36;0;0;Secritu;Santa Catarina;Supermercado
10/4/2020;48081;A1967;108;La Terraza.;54,01;0;8,99;SecCruz;Tehuacán;Bodegón
9/12/2020;48146;A1968;80;Negocio en ciernes;50,67;0;4,99;Secidad;Guadalajara;Supermercado
9/29/2020;48318;A1969;142;Mirum. ;54,86;0;4,99;Secrtes;Ciudad de México;Farmacia
8/31/2020;48327;A1970;8;Waikiki. ;81,85;0,04;0;Secrias;León;Supermercado
10/1/2020;48327;A1971;8;Waikiki. ;83,23;0;4,99;Secrias;León;Supermercado
11/2/2020;48327;A1972;8;Waikiki. ;92,58;0;0;Secrias;León;Supermercado
11/11/2020;48327;A1973;18;Simplemente Compras;153,52;0;0;Secrdia;Hermosillo;Supermercado
10/1/2020;48355;A1974;14;Mejores compras;33,87;0;5,99;Sectica;Saltillo;Supermercado
11/28/2020;48355;A1975;14;Mejores compras;39,29;0;8,99;Sectica;Saltillo;Supermercado
11/11/2020;48465;A1976;169;Hotel California.;27,78;0;5;Secmero;Ecatepec de Morelos;Supermercado
8/3/2020;48484;A1977;10;sueños de calidad;71,94;0;4,99;Secomas;Guadalajara;Supermercado
9/8/2020;48484;A1978;10;sueños de calidad;50,35;0,01;4,99;Secomas;Guadalajara;Supermercado
10/6/2020;48484;A1979;10;sueños de calidad;48,4;0;4,99;Secomas;Guadalajara;Supermercado
11/10/2020;48484;A1980;10;sueños de calidad;45,48;0;0;Secomas;Guadalajara;Supermercado
8/15/2020;48502;A1981;8;Waikiki. ;96,7;0,01;0;SecInes;León;Supermercado
9/17/2020;48502;A1982;8;Waikiki. ;97,79;0;4,99;SecInes;León;Supermercado
11/27/2020;48509;A1983;8;Waikiki. ;102,45;5;0;Secrora;Heroica Matamoros;Supermercado
11/4/2020;48583;A1984;170;Bendita boutique;60,88;0;0;Secrida;Ciudad de México;Supermercado
8/9/2020;48612;A1985;122;Regalos mayores;117,14;0,04;0;Seca 03;Zapopan;Supermercado
9/3/2020;48612;A1986;52;La colección Cool Kids;120,05;0,01;0;Seca 03;Zapopan;Supermercado
9/7/2020;48612;A1987;156;Pesos en general;111,25;0;0;Seca 03;Zapopan;Farmacia
9/28/2020;48612;A1988;52;La colección Cool Kids;193,57;0;0;Seca 03;Zapopan;Supermercado
10/6/2020;48612;A1989;140;tierra de la libertad;83,17;0;4,99;Seca 03;Zapopan;Postres
10/30/2020;48612;A1990;52;La colección Cool Kids;117,23;0;0;Seca 03;Zapopan;Supermercado
11/2/2020;48612;A1991;52;La colección Cool Kids;62,38;5;0;Seca 03;Zapopan;Supermercado
11/17/2020;48612;A1992;140;tierra de la libertad;84,9;0;4,99;Seca 03;Zapopan;Postres
11/27/2020;48612;A1993;140;tierra de la libertad;76,29;0;4,99;Seca 03;Zapopan;Postres
10/26/2020;48613;A1994;19;Premier Mart;101,21;0;0;Secosco;Morelia;Supermercado
8/3/2020;48636;A1995;8;Waikiki. ;45,7;0,02;4,99;Secrias;León;Supermercado
9/28/2020;48646;A1996;97;La percha Merch;36,04;0;4,99;Secatia;Ciudad de México;Carniceria
11/7/2020;48650;A1997;106;Rosazul.;68,64;0;4,99;Seccias;Ciudad de México;Bodegón
10/19/2020;48659;A1998;52;La colección Cool Kids;30,23;0;10;No encuentro mi sector;Zapopan;Supermercado
8/22/2020;48693;A1999;27;Escualos. ;134,92;6;0;Sechito;Gómez Palacio;Supermercado
9/12/2020;48693;A2000;27;Escualos. ;150,47;0;8,99;Sechito;Gómez Palacio;Supermercado
9/12/2020;48710;A2001;8;Waikiki. ;85,75;0;4,99;Seclena;León;Supermercado
9/16/2020;48710;A2002;19;Premier Mart;36,75;0;4,99;Secpíes;Morelia;Supermercado
10/9/2020;48710;A2003;8;Waikiki. ;67,7;0;4,99;Seclena;León;Supermercado
10/31/2020;48710;A2004;8;Waikiki. ;67,02;0;0;Seclena;León;Supermercado
9/2/2020;48711;A2005;8;Waikiki. ;66,52;0,02;4,99;Secnera;Culiacán Rosales;Supermercado
8/7/2020;48729;A2006;53;Capital.;20,5;0,01;4,99;Secd 17;Ecatepec de Morelos;Supermercado
8/23/2020;48774;A2007;102;El Gran.;125,97;0;0;Seccias;Ecatepec de Morelos;Supermercado
9/22/2020;48774;A2008;102;El Gran.;141,27;0;0;Seccias;Ecatepec de Morelos;Supermercado
10/22/2020;48774;A2009;102;El Gran.;146,17;0;0;Seccias;Ecatepec de Morelos;Supermercado
11/24/2020;48774;A2010;102;El Gran.;126,17;5;0;Seccias;Ecatepec de Morelos;Supermercado
11/4/2020;48843;A2011;122;Regalos mayores;91,08;0;0;Secbobo;Zapopan;Supermercado
10/1/2020;48864;A2012;27;Escualos. ;150,01;0;0;Secqués;Ensenada;Supermercado
10/14/2020;48904;A2013;170;Bendita boutique;55,62;0;0;Seccuto;Mexicali;Supermercado
11/8/2020;48904;A2014;170;Bendita boutique;55,49;0;0;Seccuto;Mexicali;Supermercado
11/30/2020;48949;A2015;52;La colección Cool Kids;31,65;0;0;Secdros;Zapopan;Supermercado
9/17/2020;49005;A2016;27;Escualos. ;159,31;0;5;Secaria;Ciudad de México;Supermercado
9/17/2020;49005;A2017;27;Escualos. ;150,96;0;5;Secaria;Ciudad de México;Supermercado
11/12/2020;49005;A2018;27;Escualos. ;92,83;0;5;Secnica;Ciudad de México;Supermercado
9/1/2020;49099;A2019;114;Los adictos al armario;53,15;0,01;4,99;Secucho;Guadalajara;Supermercado
9/1/2020;49099;A2020;10;sueños de calidad;22,39;0,03;4,99;Secucho;Guadalajara;Supermercado
10/15/2020;49099;A2021;114;Los adictos al armario;65,53;0;0;Secucho;Guadalajara;Supermercado
11/23/2020;49129;A2022;8;Waikiki. ;66,52;0;0;Secrida;León;Supermercado
9/14/2020;49168;A2023;75;Tienda Gogoo;115,84;0;4,99;Secajos;Hermosillo;Supermercado
8/4/2020;49192;A2024;52;La colección Cool Kids;84,09;0;0;SecRosa;Zapopan;Supermercado
11/5/2020;49192;A2025;52;La colección Cool Kids;70,2;0;0;SecRosa;Zapopan;Supermercado
11/26/2020;49192;A2026;52;La colección Cool Kids;51,38;0;0;SecRosa;Zapopan;Supermercado
9/2/2020;49223;A2027;52;La colección Cool Kids;54,99;0;4,99;Secaina;Zapopan;Supermercado
11/4/2020;49286;A2028;52;La colección Cool Kids;282,6;0;10;No encuentro mi sector;Zapopan;Supermercado
9/11/2020;49323;A2029;9;Ven al mercado;162,64;0;0;Secenzo;Cancún;Supermercado
8/16/2020;49499;A2030;7;Ahorros de la tienda en línea;99,81;0;0;Seca 01;Zapopan;Supermercado
9/20/2020;49499;A2031;122;Regalos mayores;85,09;0;0;Seca 01;Zapopan;Supermercado
10/22/2020;49499;A2032;122;Regalos mayores;110,11;0;0;Seca 10;Zapopan;Supermercado
11/23/2020;49499;A2033;122;Regalos mayores;108,8;0;0;Seca 10;Zapopan;Supermercado
8/5/2020;49588;A2034;53;Capital.;109,25;0;0;Secedes;Ciudad López Mateos;Supermercado
8/23/2020;49588;A2035;11;Rosa de Oro. ;117,94;0,02;0;Secedes;Ciudad López Mateos;Supermercado
9/8/2020;49588;A2036;11;Rosa de Oro. ;124,52;0,06;0;Secedes;Ciudad López Mateos;Supermercado
9/25/2020;49588;A2037;102;El Gran.;154,33;0;0;Secedes;Ciudad López Mateos;Supermercado
10/12/2020;49588;A2038;52;La colección Cool Kids;191,15;0;0;Secedes;Ciudad López Mateos;Supermercado
10/29/2020;49588;A2039;52;La colección Cool Kids;169,46;0;0;Secedes;Ciudad López Mateos;Supermercado
10/23/2020;49637;A2040;18;Simplemente Compras;77,62;0;0;Secrero;Hermosillo;Supermercado
10/26/2020;49660;A2041;8;Waikiki. ;29,76;0;4,99;Secntro;León;Supermercado
9/18/2020;49679;A2042;144;Coco Bar.;197,16;0;4,99;Seciñas;Puebla de Zaragoza;Supermercado
11/30/2020;49679;A2043;144;Coco Bar.;179,27;0;0;Seciñas;Puebla de Zaragoza;Supermercado
11/30/2020;49679;A2044;144;Coco Bar.;219,59;0;0;Seciñas;Puebla de Zaragoza;Supermercado
9/28/2020;49711;A2045;171;Tienda Mychal;68,57;0;0;Secicos;Guadalajara;Supermercado
10/8/2020;49737;A2046;8;Waikiki. ;60,72;0;0;Secntro;León;Supermercado
8/8/2020;49755;A2047;11;Rosa de Oro. ;62,72;0,01;4,99;Secimón;Ecatepec de Morelos;Supermercado
8/24/2020;49769;A2048;8;Waikiki. ;96,25;0,02;0;Secrral;León;Supermercado
9/27/2020;49842;A2049;7;Ahorros de la tienda en línea;132,91;0;0;Secorte;Zapopan;Supermercado
9/27/2020;49842;A2050;7;Ahorros de la tienda en línea;125,61;0;0;Secnjal;Zapopan;Supermercado
10/1/2020;49842;A2051;102;El Gran.;45,94;0;8,99;Secnjal;Zapopan;Supermercado
8/11/2020;49859;A2052;8;Waikiki. ;137,41;0,01;0;SecEste;León;Supermercado
10/12/2020;49859;A2053;8;Waikiki. ;131,02;0;0;SecEste;León;Supermercado
11/8/2020;49859;A2054;8;Waikiki. ;94,68;0;0;SecEste;León;Supermercado
10/12/2020;49884;A2055;80;Negocio en ciernes;26,45;0;0;Secques;Guadalajara;Supermercado
9/6/2020;49894;A2056;7;Ahorros de la tienda en línea;201,51;0;0;Secrino;Monterrey;Supermercado
9/6/2020;49894;A2057;156;Pesos en general;20,95;0;8,99;Secrino;Monterrey;Farmacia
9/11/2020;49894;A2058;156;Pesos en general;60;0;9;Secrino;Monterrey;Farmacia
11/8/2020;49894;A2059;7;Ahorros de la tienda en línea;171,35;0;0;Secalda;Monterrey;Supermercado
11/23/2020;49894;A2060;122;Regalos mayores;62,66;5;0;Secalda;Monterrey;Supermercado
9/8/2020;49959;A2061;74;el escondite;136,61;0,01;0;Secacas;Cancún;Supermercado
10/9/2020;49959;A2062;74;el escondite;89,86;0;0;Secacas;Cancún;Supermercado
11/11/2020;49959;A2063;9;Ven al mercado;91,59;0;0;Secatar;Heroica Nogales;Supermercado
8/5/2020;49960;A2064;102;El Gran.;98,66;0;0;Secr 10;Ecatepec de Morelos;Supermercado
9/8/2020;49960;A2065;11;Rosa de Oro. ;119,74;0,04;0;Secr 10;Ecatepec de Morelos;Supermercado
10/12/2020;49960;A2066;11;Rosa de Oro. ;106,83;0;0;Secr 10;Ecatepec de Morelos;Supermercado
11/11/2020;49960;A2067;11;Rosa de Oro. ;126,67;0;0;Secr 10;Ecatepec de Morelos;Supermercado
9/18/2020;49986;A2068;10;sueños de calidad;40,76;0;4,99;Secndes;Guadalajara;Supermercado
9/18/2020;49986;A2069;117;La Agencia Boho;22,6;0;4,99;Secndes;Guadalajara;Farmacia
9/27/2020;49986;A2070;10;sueños de calidad;35,68;0;4,99;Secndes;Guadalajara;Supermercado
9/27/2020;49986;A2071;10;sueños de calidad;14,35;0;4,99;Secndes;Guadalajara;Supermercado
10/23/2020;49987;A2072;109;Resumen minorista;32,24;0;4,99;Secteón;Ciudad de México;Panaderia
9/10/2020;50013;A2073;101;lotz y suerte;7,09;0;4,99;Sechina;Ciudad de México;Farmacia
8/4/2020;50098;A2074;126;Dulce.;94,18;4,99;0;Secmoto;Guadalajara;Supermercado
8/4/2020;50098;A2075;112;Tienda de regalos Playtime;38,19;0;4,99;Secmoto;Guadalajara;Supermercado
8/21/2020;50104;A2076;8;Waikiki. ;105,99;0;0;SecEste;León;Supermercado
8/22/2020;50104;A2077;8;Waikiki. ;106,19;5,99;0;SecEste;León;Supermercado
8/22/2020;50104;A2078;8;Waikiki. ;31,24;0,01;4,99;SecEste;León;Supermercado
9/11/2020;50104;A2079;8;Waikiki. ;112,42;0;4,99;SecEste;León;Supermercado
9/27/2020;50104;A2080;8;Waikiki. ;214,37;0;4,99;Secuevo;León;Supermercado
9/27/2020;50104;A2081;8;Waikiki. ;116,39;0;4,99;SecEste;León;Supermercado
10/23/2020;50104;A2082;8;Waikiki. ;137,56;0;4,99;SecEste;León;Supermercado
10/26/2020;50104;A2083;8;Waikiki. ;165,15;0;4,99;Secuevo;León;Supermercado
11/25/2020;50104;A2084;8;Waikiki. ;210,55;0;0;SecEste;León;Supermercado
8/2/2020;50126;A2085;18;Simplemente Compras;91,96;0,02;0;Secrlos;Hermosillo;Supermercado
8/19/2020;50126;A2086;18;Simplemente Compras;93,01;0,01;0;Secrlos;Hermosillo;Supermercado
8/26/2020;50126;A2087;18;Simplemente Compras;70,07;0,02;8,99;Secncas;Cuernavaca;Supermercado
9/3/2020;50126;A2088;18;Simplemente Compras;88,92;0,04;0;Secrlos;Hermosillo;Supermercado
9/9/2020;50126;A2089;75;Tienda Gogoo;39,99;0,01;4,99;Secrlos;Hermosillo;Supermercado
9/22/2020;50126;A2090;18;Simplemente Compras;70,53;0;0;Secrlos;Hermosillo;Supermercado
9/25/2020;50126;A2091;18;Simplemente Compras;57,51;0;8,99;Secncas;Cuernavaca;Supermercado
10/3/2020;50126;A2092;18;Simplemente Compras;62,77;0;0;Secrlos;Hermosillo;Supermercado
10/7/2020;50126;A2093;18;Simplemente Compras;71,3;0;0;Secrlos;Hermosillo;Supermercado
10/19/2020;50126;A2094;18;Simplemente Compras;63,7;0;0;Secrlos;Hermosillo;Supermercado
10/25/2020;50126;A2095;18;Simplemente Compras;60,27;0;8,99;Secncas;Cuernavaca;Supermercado
8/2/2020;50159;A2096;52;La colección Cool Kids;90,53;0;0;Secruco;Zapopan;Supermercado
9/8/2020;50159;A2097;52;La colección Cool Kids;103,12;0;0;Secruco;Zapopan;Supermercado
10/1/2020;50159;A2098;52;La colección Cool Kids;93,65;0;0;Secruco;Zapopan;Supermercado
11/14/2020;50159;A2099;52;La colección Cool Kids;107,17;0;0;Seceros;Zapopan;Supermercado
8/21/2020;50169;A2100;8;Waikiki. ;156,6;6;0;Secnión;León;Supermercado
9/28/2020;50169;A2101;8;Waikiki. ;69,02;0;4,99;Secnión;León;Supermercado
10/30/2020;50169;A2102;8;Waikiki. ;98,63;5;0;Secnión;León;Supermercado
11/25/2020;50169;A2103;8;Waikiki. ;66,84;5;0;Secnión;León;Supermercado
10/4/2020;50179;A2104;7;Ahorros de la tienda en línea;82,26;0;0;Secaral;Zapopan;Supermercado
10/4/2020;50179;A2105;7;Ahorros de la tienda en línea;32,74;0;8,99;Secaral;Zapopan;Supermercado
10/7/2020;50179;A2106;122;Regalos mayores;81,38;0;0;Secagua;Santiago de Querétaro;Supermercado
8/30/2020;50192;A2107;8;Waikiki. ;65,7;0,01;4,99;No encuentro mi sector;León;Supermercado
11/1/2020;50192;A2108;8;Waikiki. ;78,15;0;10;No encuentro mi sector;León;Supermercado
9/20/2020;50233;A2109;8;Waikiki. ;95,46;0;4,99;Sec Sur;León;Supermercado
11/14/2020;50233;A2110;8;Waikiki. ;123;0;10;No encuentro mi sector;León;Supermercado
11/30/2020;50233;A2111;8;Waikiki. ;67,6;5;0;Sec Sur;León;Supermercado
9/5/2020;50239;A2112;8;Waikiki. ;321,96;0,01;0;Secntro;León;Supermercado
9/8/2020;50252;A2113;52;La colección Cool Kids;128,12;0,02;0;Secstín;Naucalpan de Juárez (municipio de Naucalpan);Supermercado
11/16/2020;50276;A2114;18;Simplemente Compras;187,63;5;10;No encuentro mi sector;Oaxaca de Juárez;Supermercado
8/5/2020;50415;A2115;8;Waikiki. ;30,19;0,01;4,99;Seceste;León;Supermercado
8/5/2020;50415;A2116;8;Waikiki. ;18,67;0;4,99;Seceste;León;Supermercado
9/1/2020;50432;A2117;102;El Gran.;93,24;5;0;Secfael;Ecatepec de Morelos;Supermercado
9/1/2020;50432;A2118;53;Capital.;23,79;0;4,99;Secfael;Ecatepec de Morelos;Supermercado
10/1/2020;50432;A2119;52;La colección Cool Kids;46,31;0;8,99;Secfael;Ecatepec de Morelos;Supermercado
10/22/2020;50432;A2120;52;La colección Cool Kids;46,31;0;8,99;Secfael;Ecatepec de Morelos;Supermercado
11/8/2020;50432;A2121;52;La colección Cool Kids;53,07;0;0;Secfael;Ecatepec de Morelos;Supermercado
10/1/2020;50464;A2122;7;Ahorros de la tienda en línea;133,1;0;0;Secenda;Monterrey;Supermercado
11/17/2020;50584;A2123;8;Waikiki. ;43,23;0;0;Seccreo;Culiacán Rosales;Supermercado
11/3/2020;50602;A2124;109;Resumen minorista;46,69;0;4,99;Secaiso;Ciudad de México;Panaderia
8/20/2020;50615;A2125;53;Capital.;96,1;0,01;0;No encuentro mi sector;Ecatepec de Morelos;Supermercado
11/5/2020;50615;A2126;52;La colección Cool Kids;135,15;0;10;No encuentro mi sector;Ecatepec de Morelos;Supermercado
9/6/2020;50625;A2127;7;Ahorros de la tienda en línea;170,97;0;0;Secados;Zapopan;Supermercado
10/30/2020;50625;A2128;169;Hotel California.;164,49;0;5;Secados;Zapopan;Supermercado
11/29/2020;50625;A2129;7;Ahorros de la tienda en línea;75,27;0;0;Secados;Zapopan;Supermercado
11/14/2020;50718;A2130;122;Regalos mayores;207;0;0;Secal I;La Paz;Supermercado
10/6/2020;50741;A2131;102;El Gran.;85,36;0;0;Secagua;Ecatepec de Morelos;Supermercado
10/7/2020;50863;A2132;142;Mirum. ;53,85;0;4,99;Secillo;Ciudad de México;Farmacia
9/23/2020;50890;A2133;106;Rosazul.;26,72;0;4,99;Secarao;Ciudad de México;Bodegón
9/23/2020;50890;A2134;106;Rosazul.;74,33;0;4,99;Secarao;Ciudad de México;Bodegón
9/29/2020;50920;A2135;7;Ahorros de la tienda en línea;89,89;0;0;Secillo;Zapopan;Supermercado
8/17/2020;50978;A2136;142;Mirum. ;18,05;0;4,99;Secrida;Ciudad de México;Farmacia
8/23/2020;50978;A2137;142;Mirum. ;50,73;0;4,99;Secrida;Ciudad de México;Farmacia
8/29/2020;50978;A2138;142;Mirum. ;49,04;0;4,99;Secrida;Ciudad de México;Farmacia
10/10/2020;51015;A2139;109;Resumen minorista;91,77;0;4,99;Seconte;Ciudad de México;Panaderia
10/10/2020;51015;A2140;27;Escualos. ;53,32;0;4;Seconte;Ciudad de México;Supermercado
10/14/2020;51015;A2141;122;Regalos mayores;250,54;0;0;Secande;Guadalupe;Supermercado
9/12/2020;51054;A2142;156;Pesos en general;20,21;0;9;Secayor;Monterrey;Farmacia
9/12/2020;51054;A2143;7;Ahorros de la tienda en línea;82,46;5;0;Secayor;Monterrey;Supermercado
